Topic	No	ID	Sentence	Type	LinkAudio
Shopping	24.1	24.1Eng	I would like to return this.	Eng	https://luandai123.github.io/English_Daily/3.24.1-Eng.mp3
Shopping	24.1	24.1Phon	aɪ wʊd laɪk tu: rɪˈtɜ:rn ðɪs	Phon	
Shopping	24.2	24.2Viet	Tôi muốn đổi cỡ khác.	Viet	
Shopping	24.2	24.2Eng	I would like to change this for a different size.	Eng	https://luandai123.github.io/English_Daily/3.24.2-Eng.mp3
Shopping	24.2	24.2Phon	aɪ wʊd laɪk tu: ʧeɪnʤ ðɪs fɔ:r ə ˈdɪfərənt saɪz	Phon	
Shopping	24.3	24.3Viet	Tôi muốn nói chuyện với người quản lí.	Viet	
Shopping	24.3	24.3Eng	I would like to speak to the manager.	Eng	https://luandai123.github.io/English_Daily/3.24.3-Eng.mp3
Shopping	24.3	24.3Phon	aɪ wʊd laɪk tu: spi:k tu: ðə ˈmænəʤər	Phon	
Shopping	24.4	24.4Viet	Tôi muốn giữ biên lai.	Viet	
Shopping	24.4	24.4Eng	I’d like to keep the receipt.	Eng	https://luandai123.github.io/English_Daily/3.24.4-Eng.mp3
Shopping	24.4	24.4Phon	aɪd laɪk tu: ki:p ðə rɪˈsi:t	Phon	
Shopping	25	25Struc	COULD YOU…? /Bạn có thể…?/	Struc	
Shopping	25.1	25.1Viet	Bạn có thể bớt một chút không?	Viet	
Shopping	25.1	25.1Eng	Could you lower the price some?	Eng	https://luandai123.github.io/English_Daily/3.25.1-Eng.mp3
Shopping	25.1	25.1Phon	kʊd ju: ˈloʊər ðə praɪs sʌm	Phon	
Shopping	25.2	25.2Viet	Bạn có thể giảm giá cho tôi không?	Viet	
Shopping	25.2	25.2Eng	Could you give me any off?	Eng	https://luandai123.github.io/English_Daily/3.25.2-Eng.mp3
Shopping	25.2	25.2Phon	kʊd ju: gɪv mi: ˈɛni a:f	Phon	
Shopping	25.3	25.3Viet	Bạn có thể đo vòng eo giùm tôi không?	Viet	
Shopping	25.3	25.3Eng	Could you help me measure my waist?	Eng	https://luandai123.github.io/English_Daily/3.25.3-Eng.mp3
Shopping	25.3	25.3Phon	kʊd ju: hɛlp mi: ˈmɛʒər maɪ weɪst	Phon	
Shopping	26	26Struc	WHEN CAN YOU DELIVER…? /Khi nào cửa hàng anh giao… được?/	Struc	
Shopping	26.1	26.1Viet	Khi nào cửa hàng anh giao cái giường này được?	Viet	
Shopping	26.1	26.1Eng	When can you deliver this bed?	Eng	https://luandai123.github.io/English_Daily/3.26.1-Eng.mp3
Shopping	26.1	26.1Phon	wɛn kæn ju: dɪˈlɪvər ðɪs bɛd	Phon	
Shopping	26.2	26.2Viet	Khi nào cửa hàng anh giao nó?	Viet	
Shopping	26.2	26.2Eng	When can you deliver it?	Eng	https://luandai123.github.io/English_Daily/3.26.2-Eng.mp3
Shopping	26.2	26.2Phon	wɛn kæn ju: dɪˈlɪvər ɪt	Phon	
Shopping	26.3	26.3Viet	Khi nào cửa hàng anh giao cái máy chụp hình này được?	Viet	
Shopping	26.3	26.3Eng	When can you deliver this camera?	Eng	https://luandai123.github.io/English_Daily/3.26.3-Eng.mp3
Shopping	26.3	26.3Phon	wɛn kæn ju: dɪˈlɪvər ðɪs ˈkæmrə	Phon	
Shopping	27	27Struc	CAN YOU DELIVER + TÊN MÓN HÀNG + THỜI GIAN? /Bạn giao cho tôi… vào… được không?/	Struc	
Shopping	27.1	27.1Viet	Bạn giao đôi giày này cho tôi vào ngày mai được không?	Viet	
Shopping	27.1	27.1Eng	Can you deliver this pair of shoes tomorrow?	Eng	https://luandai123.github.io/English_Daily/3.27.1-Eng.mp3
Shopping	27.1	27.1Phon	kæn ju: dɪˈlɪvər ðɪs pɛr ʌv ʃu:z təˈmɔ:roʊ	Phon	
Shopping	27.2	27.2Viet	Bạn giao cặp kính này cho tôi vào thứ 2 được không?	Viet	
Shopping	27.2	27.2Eng	Can you deliver these glasses on Monday?	Eng	https://luandai123.github.io/English_Daily/3.27.2-Eng.mp3
Shopping	27.2	27.2Phon	kæn ju: dɪˈlɪvər ði:z ˈglæsəz a:n ˈmʌndeɪ	Phon	
Shopping	27.3	27.3Viet	Bạn giao cái đèn bàn này cho tôi vào thứ 6 được không?	Viet	
Shopping	27.3	27.3Eng	Can you deliver this lamp on Friday?	Eng	https://luandai123.github.io/English_Daily/3.27.3-Eng.mp3
Shopping	27.3	27.3Phon	kæn ju: dɪˈlɪvər ðɪs læmp a:n ˈfraɪdeɪ	Phon	
Shopping	28	28Struc	I’M LOOKING FOR… /Tôi đang tìm…/	Struc	
Shopping	28.1	28.1Viet	Tôi đang tìm khu bán đồ lót nữ.	Viet	
Shopping	28.1	28.1Eng	I am looking for women’s underwear section.	Eng	https://luandai123.github.io/English_Daily/3.28.1-Eng.mp3
Shopping	28.1	28.1Phon	aɪ æm ˈlʊkɪŋ fɔ:r ˈwɪmɪnz ˈʌndərwɛr ˈsɛkʃən	Phon	
Shopping	28.2	28.2Viet	Tôi đang tìm xăng đan đi biển.	Viet	
Shopping	28.2	28.2Eng	I am looking for beach sandals.	Eng	https://luandai123.github.io/English_Daily/3.28.2-Eng.mp3
Shopping	28.2	28.2Phon	aɪ æm ˈlʊkɪŋ fɔ:r bi:ʧ ˈsændəlz	Phon	
Shopping	28.3	28.3Viet	Tôi đang tìm khu bán phụ kiện.	Viet	
Shopping	28.3	28.3Eng	I am looking for accessories section.	Eng	https://luandai123.github.io/English_Daily/3.28.3-Eng.mp3
Shopping	28.3	28.3Phon	aɪ æm ˈlʊkɪŋ fɔ:r əkˈsɛsəri:z ˈsɛkʃən	Phon	
Shopping	28.4	28.4Viet	Tôi đang tìm mua váy.	Viet	
Shopping	28.4	28.4Eng	I am looking for skirts.	Eng	https://luandai123.github.io/English_Daily/3.28.4-Eng.mp3
Shopping	28.4	28.4Phon	aɪ æm ˈlʊkɪŋ fɔ:r skɜ:rts	Phon	
Shopping	28.5	28.5Viet	Tôi đang tìm mua váy cưới.	Viet	
Shopping	28.5	28.5Eng	I am looking for wedding dresses.	Eng	https://luandai123.github.io/English_Daily/3.28.5-Eng.mp3
Shopping	28.5	28.5Phon	aɪ æm ˈlʊkɪŋ fɔ:r ˈwɛdɪŋ ˈdrɛsɪz	Phon	
Shopping	29	29Struc	WHAT IS… MADE OF? /Làm từ chất liệu gì?/	Struc	
Shopping	29.1	29.1Viet	Cái áo len này được làm bằng chất liệu gì?	Viet	
Shopping	29.1	29.1Eng	What is this sweater made of?	Eng	https://luandai123.github.io/English_Daily/3.29.1-Eng.mp3
Shopping	29.1	29.1Phon	wʌt ɪz ðɪs ˈswɛtər meɪd ʌv	Phon	
Shopping	29.2	29.2Viet	Cái váy này làm bằng chất liệu gì?	Viet	
Shopping	29.2	29.2Eng	What is this skirt made of?	Eng	https://luandai123.github.io/English_Daily/3.29.2-Eng.mp3
Shopping	29.2	29.2Phon	wʌt ɪz ðɪs skɜ:rt meɪd ʌv	Phon	
Shopping	29.3	29.3Viet	Đôi bông tai này làm bằng chất liệu gì?	Viet	
Shopping	29.3	29.3Eng	What are these earrings made of?	Eng	https://luandai123.github.io/English_Daily/3.29.3-Eng.mp3
Shopping	29.3	29.3Phon	wʌt a:r ði:z ˈɪrɪŋz meɪd ʌv	Phon	
Shopping	29.4	29.4Viet	Cái khăn choàng cổ này được làm từ chất liệu gì?	Viet	
Shopping	29.4	29.4Eng	What is this scarf made of?	Eng	https://luandai123.github.io/English_Daily/3.29.4-Eng.mp3
Shopping	29.4	29.4Phon	wʌt ɪz ðɪs ska:rf meɪd ʌv	Phon	
Shopping	30	30Struc	DO YOU HAVE + NOUN + IN SIZE + NUMBER? /Bạn có… cỡ… không? (Hỏi kích cỡ)/	Struc	
Shopping	30.1	30.1Viet	Bạn có cái quần jean này cỡ 38 không?	Viet	
Shopping	30.1	30.1Eng	Do you have these jeans in a size 38?	Eng	https://luandai123.github.io/English_Daily/3.30.1-Eng.mp3
Shopping	30.1	30.1Phon	du: ju: hæv ði:z ʤi:nz ɪn ə saɪz ˈθɜ:rti eɪt	Phon	
Shopping	30.2	30.2Viet	Bạn có đôi giày này mà cỡ 40 không?	Viet	
Shopping	30.2	30.2Eng	Do you have this pair of shoes in a size 40?	Eng	https://luandai123.github.io/English_Daily/3.30.2-Eng.mp3
Shopping	30.2	30.2Phon	du: ju: hæv ðɪs pɛr ʌv ʃu:z ɪn ə saɪz ˈfɔ:rti	Phon	
Shopping	30.3	30.3Viet	Bạn có cái áo thun này cỡ S không?	Viet	
Shopping	30.3	30.3Eng	Do you have this T-shirt in size S?	Eng	https://luandai123.github.io/English_Daily/3.30.3-Eng.mp3
Shopping	30.3	30.3Phon	du: ju: hæv ðɪs ˈtiː ʃɜːrt ɪn saɪz ɛs	Phon	
Shopping	30.4	30.4Viet	Bạn có cái áo khoác này lớn hơn 1 cỡ không?	Viet	
Shopping	30.4	30.4Eng	Do you have this coat/jacket in the next larger size?	Eng	https://luandai123.github.io/English_Daily/3.30.4-Eng.mp3
Shopping	30.4	30.4Phon	du: ju hæv ðɪs koʊt/ˈdʒækɪt ɪn ðə nɛkst ˈla:rʤər saɪz	Phon	
Shopping	31	31Struc	I WOULD LIKE TO HAVE + SỐ LƯỢNG/ CÂN NẶNG OF + TÊN SẢN PHẨM? /Tôi muốn mua…/	Struc	
Shopping	31.1	31.1Viet	Tôi muốn mua 1 lít sữa.	Viet	
Shopping	31.1	31.1Eng	I would like a liter of milk.	Eng	https://luandai123.github.io/English_Daily/3.31.1-Eng.mp3
Shopping	31.1	31.1Phon	aɪ wʊd laɪk ə ˈli:tər ʌv mɪlk	Phon	
Shopping	31.2	31.2Viet	Tôi muốn mua 2 kí thịt bò.	Viet	
Shopping	31.2	31.2Eng	I would like 2 kilos of beef.	Eng	https://luandai123.github.io/English_Daily/3.31.2-Eng.mp3
Shopping	31.2	31.2Phon	aɪ wʊd laɪk tu: ˈkiloʊz ʌv bi:f	Phon	
Shopping	31.3	31.3Viet	Tôi muốn mua 3 món.	Viet	
Shopping	31.3	31.3Eng	I would like to get three items.	Eng	https://luandai123.github.io/English_Daily/3.31.3-Eng.mp3
Shopping	31.3	31.3Phon	aɪ wʊd laɪk tu: gɛt θri: ˈaɪtəmz	Phon	
Shopping	31.4	31.4Viet	Tôi muốn mua 1 túi 5 kí gạo.	Viet	
Shopping	31.4	31.4Eng	I would like a 5-kilogram bag of rice.	Eng	https://luandai123.github.io/English_Daily/3.31.4-Eng.mp3
Shopping	31.4	31.4Phon	aɪ wʊd laɪk eɪ faɪv ˈkɪləgræm bæg ʌv raɪs	Phon	
Shopping	32	32Struc	WHEN DOES + TÊN MẶT HÀNG + EXPIRE? /Món đồ này khi nào hết hạn?/	Struc	
Shopping	32.1	32.1Viet	Thịt heo này khi nào hết hạn?	Viet	
Shopping	32.1	32.1Eng	When does this pork expire?	Eng	https://luandai123.github.io/English_Daily/3.32.1-Eng.mp3
Shopping	32.1	32.1Phon	wɛn dʌz ðɪs pɔ:rk ɪkˈspaɪr	Phon	
Shopping	32.2	32.2Viet	Khi nào sô cô la này hết hạn?	Viet	
Shopping	32.2	32.2Eng	When does this chocolate expire?	Eng	https://luandai123.github.io/English_Daily/3.32.2-Eng.mp3
Shopping	32.2	32.2Phon	wɛn dʌz ðɪs ˈtʃa:klət ɪkˈspaɪr	Phon	
Shopping	32.3	32.3Viet	Khi nào thì kem chống nắng này hết hạn?	Viet	
Shopping	32.3	32.3Eng	When does this sunscreen expire?	Eng	https://luandai123.github.io/English_Daily/3.32.3-Eng.mp3
Shopping	32.3	32.3Phon	wɛn dʌz ðɪs ˈsʌnskri:n ɪkˈspaɪr	Phon	
Shopping	32.4	32.4Viet	Khi nào mật ong này hết hạn?	Viet	
Shopping	32.4	32.4Eng	When does this honey expire?	Eng	https://luandai123.github.io/English_Daily/3.32.4-Eng.mp3
Shopping	32.4	32.4Phon	wɛn dʌz ðɪs ˈhʌni ɪkˈspaɪr	Phon	
Shopping	33	33Struc	I WAS WONDERING IF YOU HAD THIS...? /Không biết cô có…?/	Struc	
Shopping	33.1	33.1Viet	Không biết cô có chiếc áo len này cỡ lớn hơn không?	Viet	
Shopping	33.1	33.1Eng	I was wondering if you had this sweater in a larger size.	Eng	https://luandai123.github.io/English_Daily/3.33.1-Eng.mp3
Shopping	33.1	33.1Phon	aɪ wəz ˈwʌndərɪŋ ɪf ju: həd ðɪs ˈswetər ɪn ə ˈlaːdʒər saɪz	Phon	
Shopping	33.2	33.2Viet	Không biết cô có cái áo len này cùng kiểu mà chất liệu khác không?	Viet	
Shopping	33.2	33.2Eng	I was wondering if you had the same style of sweater made from another fabric.	Eng	https://luandai123.github.io/English_Daily/3.33.2-Eng.mp3
Shopping	33.2	33.2Phon	aɪ wəz ˈwʌndərɪŋ ɪf ju: həd ðə seɪm staɪl əv ˈswetər meɪd frəm əˈnʌðə ˈfæbrɪk	Phon	
Shopping	33.3	33.3Viet	Không biết cô có cái nào khác mà không bị lỗi không?	Viet	
Shopping	33.3	33.3Eng	I was wondering if you had another one that is not damaged.	Eng	https://luandai123.github.io/English_Daily/3.33.3-Eng.mp3
Shopping	33.3	33.3Phon	aɪ wəz ˈwʌndərɪŋ ɪf ju: həd əˈnʌðə wʌn ðæt ɪz na:t ˈdæmɪdʒd	Phon	
Shopping	34	34Struc	I PREFER + … TO BE… /Tôi thích…/	Struc	
Shopping	34.1	34.1Viet	Tôi thích quần áo hơi rộng một chút.	Viet	
Shopping	34.1	34.1Eng	I prefer my clothes to be a little loose.	Eng	https://luandai123.github.io/English_Daily/3.34.1-Eng.mp3
Shopping	34.1	34.1Phon	aɪ prɪˈfɜːr maɪ kloʊðz tu: bi: ə ˈlɪtəl luːs	Phon	
Shopping	34.2	34.2Viet	Tôi thích quần áo rộng rãi.	Viet	
Shopping	34.2	34.2Eng	I prefer my clothes to be baggy.	Eng	https://luandai123.github.io/English_Daily/3.34.2-Eng.mp3
Shopping	34.2	34.2Phon	aɪ prɪˈfɜːr maɪ kloʊðz tu: bi: ˈbæɡi	Phon	
Shopping	34.3	34.3Viet	Tôi thích quần áo thời trang xíu.	Viet	
Shopping	34.3	34.3Eng	I prefer my clothes to be fashionable.	Eng	https://luandai123.github.io/English_Daily/3.34.3-Eng.mp3
Shopping	34.3	34.3Phon	aɪ prɪˈfɜːr maɪ kloʊðz tu: bi: ˈfæʃənəbəl	Phon	
The IT life	-	-Video	TheITLife.mp4	Video	https://luandai123.github.io/English_Daily/TheITLife.mp4
The IT life	-	-Audio	TheITLife.mp3	Audio	https://luandai123.github.io/English_Daily/TheITLife.mp3
The IT life	-	-Word	TheITLifedocx	Word	https://luandai123.github.io/English_Daily/TheITLife.docx
The IT life	-	-Excel	TheITLifexlsx	Excel	https://luandai123.github.io/English_Daily/TheITLife.xlsx
The IT life	-	-Pdf	TheITLife.pdf	Pdf	https://luandai123.github.io/English_Daily/TheITLife.pdf
The IT life	1	1Struc	I SET MY CELL PHONE TO… MODE /Tôi chỉnh điện thoại sang chế độ…/	Struc	
The IT life	1.1	1.1Viet	Tôi chỉnh điện thoại sang chế độ yên lặng.	Viet	
The IT life	1.1	1.1Eng	I set my cell phone to silent mode.	Eng	https://luandai123.github.io/English_Daily/4.1.1-Eng.mp3
The IT life	1.1	1.1Phon	aɪ sɛt maɪ ˈsɛl foʊn tu: ˈsaɪlənt moʊd	Phon	
The IT life	1.2	1.2Viet	Tôi chỉnh điện thoại sang chế độ máy bay.	Viet	
The IT life	1.2	1.2Eng	I set my cell phone to airplane mode.	Eng	https://luandai123.github.io/English_Daily/4.1.2-Eng.mp3
The IT life	1.2	1.2Phon	aɪ sɛt maɪ ˈsɛl foʊn tu: ˈerpleɪn moʊd	Phon	
The IT life	1.3	1.3Viet	Tôi chỉnh điện thoại sang chế độ ban đêm.	Viet	
The IT life	1.3	1.3Eng	I set my cell phone to night mode.	Eng	https://luandai123.github.io/English_Daily/4.1.3-Eng.mp3
The IT life	1.3	1.3Phon	aɪ sɛt maɪ ˈsɛl foʊn tu: naɪt moʊd	Phon	
The IT life	1.4	1.4Viet	Tôi chỉnh điện thoại sang chế độ phòng họp.	Viet	
The IT life	1.4	1.4Eng	I set my cell phone to meeting mode.	Eng	https://luandai123.github.io/English_Daily/4.1.4-Eng.mp3
The IT life	1.4	1.4Phon	aɪ sɛt maɪ ˈsɛl foʊn tu: ˈmi:tɪŋ moʊd	Phon	
The IT life	2	2Struc	RECHARGE MY + NOUN /Tôi sạc pin…/	Struc	
The IT life	2.1	2.1Viet	Tôi sạc pin điện thoại của mình.	Viet	
The IT life	2.1	2.1Eng	I recharge my cell phone.	Eng	https://luandai123.github.io/English_Daily/4.2.1-Eng.mp3
The IT life	2.1	2.1Phon	aɪ ri:ˈʧa:rʤ maɪ ˈsɛl foʊn	Phon	
The IT life	2.2	2.2Viet	Tôi sạc điện thoại ở đây được không?	Viet	
The IT life	2.2	2.2Eng	Can I recharge my cell phone here?	Eng	https://luandai123.github.io/English_Daily/4.2.2-Eng.mp3
The IT life	2.2	2.2Phon	kæn aɪ ri:ˈʧa:rʤ maɪ ˈsɛl foʊn hɪr	Phon	
The IT life	2.3	2.3Viet	Tôi sạc pin điện thoại của mình 2 lần 1 ngày.	Viet	
The IT life	2.3	2.3Eng	I recharge my cell phone twice a day.	Eng	https://luandai123.github.io/English_Daily/4.2.3-Eng.mp3
The IT life	2.3	2.3Phon	aɪ ri:ˈʧa:rʤ maɪ ˈsɛl foʊn twaɪs ə deɪ	Phon	
The IT life	3	3Struc	I CONNECT SOMETHING TO SOMETHING /Tôi kết nối cái gì với cái gì…/	Struc	
The IT life	3.1	3.1Viet	Tôi kết nối máy in với máy tính.	Viet	
The IT life	3.1	3.1Eng	I connect the printer to the computer.	Eng	https://luandai123.github.io/English_Daily/4.3.1-Eng.mp3
The IT life	3.1	3.1Phon	aɪ kəˈnɛkt ðə ˈprɪntər tu: ðə kəmˈpju:tər	Phon	
The IT life	3.2	3.2Viet	Tôi kết nối điện thoại với cái loa bluetooth.	Viet	
The IT life	3.2	3.2Eng	I connect my smartphone to the bluetooth speaker.	Eng	https://luandai123.github.io/English_Daily/4.3.2-Eng.mp3
The IT life	3.2	3.2Phon	aɪ kəˈnɛkt maɪ ˈsma:rtfoʊn tu: ðə ˈblu:tu:θ ˈspi:kər	Phon	
The IT life	3.3	3.3Viet	Tôi kết nối điện thoại với máy tính.	Viet	
The IT life	3.3	3.3Eng	I connect my smartphone to the computer.	Eng	https://luandai123.github.io/English_Daily/4.3.3-Eng.mp3
The IT life	3.3	3.3Phon	aɪ kəˈnɛkt maɪ ˈsma:rtfoʊn tu: ðə kəmˈpju:tər	Phon	
The IT life	3.4	3.4Viet	Tôi kết nối điện thoại với wifi.	Viet	
The IT life	3.4	3.4Eng	I connect my smartphone to wifi.	Eng	https://luandai123.github.io/English_Daily/4.3.4-Eng.mp3
The IT life	3.4	3.4Phon	aɪ kəˈnɛkt maɪ ˈsma:rtfoʊn tu: ˈwaɪfaɪ	Phon	
The IT life	4	4Struc	I + VERB + NOUN AND SEND IT /Tôi làm một cái gì đó rồi gửi đi/	Struc	
The IT life	4.1	4.1Viet	Tôi chụp hình bằng camera điện thoại rồi gửi đi.	Viet	
The IT life	4.1	4.1Eng	I take a photo with my cell phone camera and send it.	Eng	https://luandai123.github.io/English_Daily/4.4.1-Eng.mp3
The IT life	4.1	4.1Phon	aɪ teɪk ə ˈfoʊtoʊ wɪð maɪ ˈsɛl foʊn ˈkæmrə ænd sɛnd ɪt	Phon	
The IT life	4.2	4.2Viet	Tôi quay phim bằng camera điện thoại rồi gửi đi.	Viet	
The IT life	4.2	4.2Eng	I record a video with my cell phone and send it.	Eng	https://luandai123.github.io/English_Daily/4.4.2-Eng.mp3
The IT life	4.2	4.2Phon	aɪ rɪˈkɔ:rd ə ˈvɪdioʊ wɪð maɪ ˈsɛl foʊn ænd sɛnd ɪt	Phon	
The IT life	4.3	4.3Viet	Tôi đánh một tin nhắn bằng điện thoại rồi gửi đi.	Viet	
The IT life	4.3	4.3Eng	I text a message with my cell phone and send it.	Eng	https://luandai123.github.io/English_Daily/4.4.3-Eng.mp3
The IT life	4.3	4.3Phon	aɪ tɛkst ə ˈmɛsɪʤ wɪð maɪ ˈsɛl foʊn ænd sɛnd ɪt	Phon	
The IT life	4.4	4.4Viet	Tôi thu âm bằng điện thoại rồi gửi đi.	Viet	
The IT life	4.4	4.4Eng	I record with my cell phone and send it.	Eng	https://luandai123.github.io/English_Daily/4.4.4-Eng.mp3
The IT life	4.4	4.4Phon	aɪ rɪˈkɔ:rd wɪð maɪ ˈsɛl foʊn ænd sɛnd ɪt	Phon	
The IT life	5	5Struc	I RESPOND TO + NOUN /Tôi trả lời…/	Struc	
The IT life	5.1	5.1Viet	Tôi trả lời một tin nhắn.	Viet	
The IT life	5.1	5.1Eng	I respond to a message.	Eng	https://luandai123.github.io/English_Daily/4.5.1-Eng.mp3
The IT life	5.1	5.1Phon	aɪ rɪˈspa:nd tu: ə ˈmɛsɪʤ	Phon	
The IT life	5.2	5.2Viet	Tôi trả lời một email.	Viet	
The IT life	5.2	5.2Eng	I respond to an email.	Eng	https://luandai123.github.io/English_Daily/4.5.2-Eng.mp3
The IT life	5.2	5.2Phon	aɪ rɪˈspa:nd tu: ən ˈi:meɪl	Phon	
The IT life	5.3	5.3Viet	Tôi trả lời một bình luận.	Viet	
The IT life	5.3	5.3Eng	I respond to a comment.	Eng	https://luandai123.github.io/English_Daily/4.5.3-Eng.mp3
The IT life	5.3	5.3Phon	aɪ rɪˈspa:nd tu: ə ˈka:mɛnt	Phon	
The IT life	6	6Struc	I PUT A LINK IN MY + NOUN /Tôi đặt một đường link trong…/	Struc	
The IT life	6.1	6.1Viet	Tôi đặt một đường link trong bài đăng của mình.	Viet	
The IT life	6.1	6.1Eng	I put a link in my post.	Eng	https://luandai123.github.io/English_Daily/4.6.1-Eng.mp3
The IT life	6.1	6.1Phon	aɪ pʊt ə lɪŋk ɪn maɪ poʊst	Phon	
The IT life	6.2	6.2Viet	Tôi đặt một đường link trong hình ảnh của mình.	Viet	
The IT life	6.2	6.2Eng	I put a link in my image.	Eng	https://luandai123.github.io/English_Daily/4.6.2-Eng.mp3
The IT life	6.2	6.2Phon	aɪ pʊt ə lɪŋk ɪn maɪ ˈɪmɪʤ	Phon	
The IT life	6.3	6.3Viet	Tôi đặt một đường link trong email của mình.	Viet	
The IT life	6.3	6.3Eng	I put a link in my email.	Eng	https://luandai123.github.io/English_Daily/4.6.3-Eng.mp3
The IT life	6.3	6.3Phon	aɪ pʊt ə lɪŋk ɪn maɪ ˈi:meɪl	Phon	
The IT life	6.4	6.4Viet	Tôi đặt một đường link trong phần mô tả của mình.	Viet	
The IT life	6.4	6.4Eng	I put a link in my description.	Eng	https://luandai123.github.io/English_Daily/4.6.4-Eng.mp3
The IT life	6.4	6.4Phon	aɪ pʊt ə lɪŋk ɪn maɪ dɪˈskrɪpʃən	Phon	
The IT life	7	7Struc	I USE MY PHONE TO + VERB /Tôi dùng điện thoại để…/	Struc	
The IT life	7.1	7.1Viet	Tôi dùng điện thoại để gọi điện.	Viet	
The IT life	7.1	7.1Eng	I use my phone to make a phone call.	Eng	https://luandai123.github.io/English_Daily/4.7.1-Eng.mp3
The IT life	7.1	7.1Phon	aɪ ju:z maɪ foʊn tu meɪk ə foʊn ka:l	Phon	
The IT life	7.2	7.2Viet	Tôi dùng điện thoại để chụp hình.	Viet	
The IT life	7.2	7.2Eng	I use my phone to take photos.	Eng	https://luandai123.github.io/English_Daily/4.7.2-Eng.mp3
The IT life	7.2	7.2Phon	aɪ ju:z maɪ foʊn tu: teɪk ˈfoʊtoʊz	Phon	
The IT life	7.3	7.3Viet	Tôi dùng điện thoại để kết nối internet.	Viet	
The IT life	7.3	7.3Eng	I use my phone to access the internet.	Eng	https://luandai123.github.io/English_Daily/4.7.3-Eng.mp3
The IT life	7.3	7.3Phon	aɪ ju:z maɪ foʊn tu ˈæksɛs ði: ˈɪntərnɛt	Phon	
The IT life	7.4	7.4Viet	Tôi dùng điện thoại để gửi tin nhắn.	Viet	
The IT life	7.4	7.4Eng	I use my phone to send messages.	Eng	https://luandai123.github.io/English_Daily/4.7.4-Eng.mp3
The IT life	7.4	7.4Phon	aɪ ju:z maɪ foʊn tu sɛnd ˈmɛsəʤəz	Phon	
The IT life	8	8Struc	MY CELL PHONE IS OUT OF SERVICE NOW BECAUSE… /Điện thoại của tôi đang nằm ngoài vùng phủ sóng do…/	Struc	
The IT life	8.1	8.1Viet	Điện thoại của tôi đang nằm ngoài vùng phủ sóng do tôi đang ở trong tầng hầm.	Viet	
The IT life	8.1	8.1Eng	My cell phone is out of service now because I’m in the basement.	Eng	https://luandai123.github.io/English_Daily/4.8.1-Eng.mp3
The IT life	8.1	8.1Phon	maɪ ˈsɛl foʊn ɪz aʊt ʌv ˈsɜ:rvɪs naʊ bɪˈkəz aɪm ɪn ðə ˈbeɪsmənt	Phon	
The IT life	8.2	8.2Viet	Điện thoại của tôi đang nằm ngoài vùng phủ sóng do tôi đang bật chế độ máy bay.	Viet	
The IT life	8.2	8.2Eng	My cell phone is out of service now because I turn on the airplane mode.	Eng	https://luandai123.github.io/English_Daily/4.8.2-Eng.mp3
The IT life	8.2	8.2Phon	maɪ ˈsɛl foʊn ɪz aʊt ʌv ˈsɜ:rvɪs naʊ bɪˈkəz aɪ tɜ:rn a:n ði: ˈɛrpleɪn moʊd	Phon	
The IT life	8.3	8.3Viet	Điện thoại của tôi đang nằm ngoài vùng phủ sóng do tôi đang ở trong rừng.	Viet	
The IT life	8.3	8.3Eng	My cell phone is out of service now because I am in the forest.	Eng	https://luandai123.github.io/English_Daily/4.8.3-Eng.mp3
The IT life	8.3	8.3Phon	maɪ ˈsɛl foʊn ɪz aʊt ʌv ˈsɜ:rvɪs naʊ bɪˈkəz aɪ æm ɪn ðə ˈfɔ:rɪst	Phon	
The IT life	9	9Struc	… TO BE + TOO HEAVY TO BROWSE /… quá nặng để lướt/	Struc	
The IT life	9.1	9.1Viet	Trang web này quá nặng để lướt.	Viet	
The IT life	9.1	9.1Eng	This site is too heavy to browse.	Eng	https://luandai123.github.io/English_Daily/4.9.1-Eng.mp3
The IT life	9.1	9.1Phon	ðɪs saɪt ɪz tu: ˈhɛvi tu: braʊz	Phon	
